seed,train_author,epochs_completed,loss_dataset,loss_value
1,baum,0,baum,10.845507383346558
1,baum,0,thompson,10.823630571365356
1,baum,0,dickens,10.838855425516764
1,baum,0,melville,10.807482931349012
1,baum,0,wells,10.84517780939738
1,baum,0,austen,10.84584935506185
1,baum,0,fitzgerald,10.835769517081124
1,baum,0,twain,10.817516684532166
1,baum,0,non_oz_baum,10.83813452720642
1,baum,0,non_oz_thompson,10.830763339996338
1,baum,0,contested,10.83972454071045
1,baum,1,train,10.45234625339508
1,baum,1,baum,10.200544118881226
1,baum,1,thompson,10.275721311569214
1,baum,1,dickens,10.273244857788086
1,baum,1,melville,10.334025382995604
1,baum,1,wells,10.264873027801514
1,baum,1,austen,10.281102816263834
1,baum,1,fitzgerald,10.26856449672154
1,baum,1,twain,10.323646247386932
1,baum,1,non_oz_baum,10.216209173202516
1,baum,1,non_oz_thompson,10.286147117614746
1,baum,1,contested,10.215853452682495
1,baum,2,train,9.990347385406494
1,baum,2,baum,9.76305079460144
1,baum,2,thompson,9.880793809890749
1,baum,2,dickens,9.883469899495443
1,baum,2,melville,9.990134133232964
1,baum,2,wells,9.88573137919108
1,baum,2,austen,9.881311575571695
1,baum,2,fitzgerald,9.89050006866455
1,baum,2,twain,9.967738449573517
1,baum,2,non_oz_baum,9.796400785446169
1,baum,2,non_oz_thompson,9.896122932434082
1,baum,2,contested,9.802037715911863
1,baum,3,train,9.560753774642944
1,baum,3,baum,9.343973398208618
1,baum,3,thompson,9.496833562850952
1,baum,3,dickens,9.508673350016275
1,baum,3,melville,9.664251539442274
1,baum,3,wells,9.524389743804932
1,baum,3,austen,9.499876976013184
1,baum,3,fitzgerald,9.531169482639855
1,baum,3,twain,9.627859830856323
1,baum,3,non_oz_baum,9.394201517105104
1,baum,3,non_oz_thompson,9.523373126983644
1,baum,3,contested,9.400140762329102
1,baum,4,train,9.16044270992279
1,baum,4,baum,8.953173637390137
1,baum,4,thompson,9.149181127548218
